Fragments on Exile and Lineage
Ἀποσπάσματα περὶ Φυγῆς καὶ Γένους
by Euripides
eul_wid: cbm-am    eul_aid: cbm

Period   Classical
Dialect  Attic Drama
Domain   Drama
Format   Verse

The title "Fragments on Exile and Lineage" refers not to an ancient work by Euripides but to a modern scholarly compilation of passages from his lost dramas, thematically united by their exploration of displacement and ancestry. Euripides, the Athenian tragedian of the fifth century BCE, wrote numerous plays, of which only a fraction survive complete. The majority are known only through fragments, and the twin themes of exile and lineage recur with striking frequency across both his extant and fragmentary output. These fragments are preserved through quotations by later Greek and Roman authors, papyrus discoveries, and entries in ancient library catalogs. A modern collection organized under this title would constitute an editorial synthesis drawn from these disparate sources.

The content of such a compilation would center on fundamental Euripidean preoccupations. Exile is portrayed as a profound psychological and political catastrophe, often explored through the plight of refugees, suppliants, and outcasts. Lineage, or the claims of noble birth, is frequently subjected to critical scrutiny, with dramatic situations emphasizing the conflict between inherited status and demonstrated personal virtue. Characters of disputed or obscured parentage are common, serving to question aristocratic privilege. These themes converge in a deeper exploration of identity, examining how the self is constructed or shattered when traditional ties of family and city are broken, and probing the tension between innate human nature and social convention.

Euripides’ treatment of these subjects constituted a critical interrogation of the social and political foundations of Classical Athens. His psychologically complex portraits of displacement and his destabilization of traditional aristocratic values exerted a profound influence on later Hellenistic and Roman drama. Furthermore, his sententious and philosophically charged verses on these topics were extensively quoted and debated by subsequent philosophers, rhetoricians, and moralists, securing his legacy as a pivotal and provocative voice in the ancient literary tradition.

Text
----

book 1.1	ποίαν
book 1027.4	τραφῇ τις μὴ κακῶς, αἰσχύνεται ἀνὴρ γενόμενος αἰσχρὰ δρᾶν· νέος δ’ ὅταν πόλλ’ ἐξαμάρτῃ, τὴν ἁμαρτίαν ἔχει[ln_5]εἰς γῆρας αὑτοῦ τοῖς
book 1027.5	τρόποισιν ἔμφυτον.
book 1028.1	ὅστις νέος ὢν μουσῶν ἀμελεῖ, τόν
book 1028.2	τε παρελθόντ’ ἀπόλωλε
book 1028.3	χρόνον καὶ τὸν μέλλοντα τέθνηκεν.
book 1029.1	οὐκ ἔστιν ἀρετῆς κτῆμα
book 1029.2	τιμιώτερον· οὐ γὰρ πέφυκε δοῦλον οὔτε
book 1029.3	χρημάτων οὔτ’ εὐγενείας οὔτε θωπείας ὄχλου. ἀρετὴ δ’ ὅσῳ περ μᾶλλον ἂν
book 1029.4	χρῆσθαι θέλῃς,[ln_5]τοσῷδε μείζων αὔξεται
book 1029.5	τελουμένη.
book 1030	ἀρετὴ μέγιστον τῶν ἐν ἀνθρώποις καλόν.
book 1031.1	τὸ μὴ εἰδέναι
book 1031.2	σε μηδὲν ὧν ἁμαρτάνεις, ἔκκαυμα τόλμης ἱκανόν ἐστι καὶ θράσους.
book 1032.1	τὸ δ’ ὠκὺ τοῦτο καὶ τὸ λαιψηρὸν
book 1032.2	φρενῶν εἰς
book 1032.3	συμφορὰν καθῆκε
book 1032.4	πολλὰ δὴ βροτούς.
book 1033.1	εὖ γὰρ τόδ’ ἴσθι, κεἴ ς’ ἐλάνθανεν πάρος, τὸ σκαιὸν εἶναι
book 1033.2	πρῶτ’ ἀμουσίαν ἔχει.
book 1034.1	φεῦ φεῦ, τὸ νικᾶν τἄνδιχ’ ὡς καλὸν γέρας, τὰ μὴ δίκαια δ’ ὡς ἁπανταχοῦ κακόν· καὶ γλῶσσα
book 1034.2	φλαύρα καὶ φθόνος
book 1034.3	τοῦ μὴ φθονεῖν ὅσῳ κάκιον μὴ καλῶς ὠγκωμένοις.
book 1035.1	δύστηνος ὅστις τὰ καλὰ καὶ ψευδῆ λέγων οὐ τοῖσδε
book 1035.2	χρῆται
book 1035.3	τοῖς καλοῖς ἀληθέσιν.
book 1036.1	πότερα θέλεις
book 1036.2	σοι μαλθακὰ ψευδῆ λέγω ἢ σκλήρ’ ἀληθῆ; φράζε· σὴ γὰρ ἡ κρίσις.
book 1037.1	ἀτὰρ
book 1037.2	σιωπᾶν τά γε δίκαι’ οὐ χρή ποτε.
book 1038.1	ὀργαὶ γὰρ ἀνθρώποισι
book 1038.2	συμφορᾶς ὕπο δειναί, πλάνος
book 1038.3	τε καρδίᾳ προσίσταται.
book 1039	ὁ θυμὸς ἀλγῶν ἀσφάλειαν οὐκ ἔχει.
book 1040.1	ἐὰν ἴδῃς
book 1040.2	πρὸς ὕψος ἠρμένον
book 1040.3	τινὰ λαμπρῷ τε
book 1040.4	πλούτῳ καὶ γένει γαυρούμενον ὀφρύν
book 1040.5	τε μείζω τῆς τύχης ἐπηρκότα, τούτου
book 1040.6	ταχεῖαν νέμεσιν εὐθὺς
book 1040.7	προσδόκα.
book 1041.1	κρινεῖ τίς αὑτὸν πώποτ’ ἀνθρώπων μέγαν, ὃν ἐξαλείφει
book 1041.2	πρόφασις ἡ τυχοῦς’ ὅλον;
book 1042.1	ἅπαντές ἐσμεν εἰς τὸ νουθετεῖν
book 1042.2	σοφοί, αὐτοὶ δ’ ἁμαρτάνοντες οὐ γιγνώσκομεν.
book 1043	οὐδεὶς ἔπαινον ἡδοναῖς ἐκτήσατο.
book 1044.1	οὔτ’ ἐκ
book 1044.2	χερὸς μεθέντα καρτερὸν λίθον ῥᾷον κατασχεῖν οὔτ’ ἀπὸ γλώσσης λόγον.
book 1045.1	μὴ κάμνε
book 1045.2	πατρίδα σὴν λαβεῖν
book 1045.3	πειρώμενος.
book 1046.1	πολλοῦ γὰρ
book 1046.2	χρυσοῦ καὶ πλούτου κρείσσων πάτρα σώφρονι ναίειν. τὸ δὲ σύντροφον ἁδύ τι θνητοῖς ἐν βίῳ χωρεῖ.
book 1047	ἅπας μὲν ἀὴρ αἰετῷ περάσιμος, ἅπασα δὲ χθὼν ἀνδρὶ γενναίῳ πατρίς.
book 1048.1	οὐκ ἔστιν οὐδὲν τῶν ἐν ἀνθρώποις ἴσον· χρῆν γὰρ τύχας μὲν τὰς μάτην
book 1048.2	πλανωμένας μηδὲν δύνασθαι, τἀμφανῆ δ’ ὑψήλ’ ἄγειν. ὅστις κατ’ ἰσχὺν
book 1048.3	πρῶτος ὢν ἠτάζετο[ln_5]ἢ τόξα πάλλων ἢ μάχῃ δορὸς
book 1048.4	σθένων, τοῦτον
book 1048.5	τυραννεῖν τῶν κακιόνων ἐχρῆν.
book 1049.1	ἐγὼ γὰρ ὅστις μὴ δίκαιος ὢν ἀνὴρ βωμὸν
book 1049.2	προσίζει, τὸν νόμον
book 1049.3	χαίρειν ἐῶν
book 1049.4	πρὸς τὴν δίκην ἄγοιμ’ ἂν οὐ τρέσας θεούς· κακὸν γὰρ ἄνδρα
book 1049.5	χρὴ κακῶς πάσχειν ἀεί.
book 1050.1	ἀλλ’ οὐ πρέπει τύραννον, ὡς ἐγὼ φρονῶ, οὐδ’ ἄνδρα
book 1050.2	χρηστὸν νεῖκος αἴρεσθαι κακοῖς· τιμὴ γὰρ αὕτη
book 1050.3	τοῖσιν ἀσθενεστέροις.
book 1051.1	σὺν
book 1051.2	τοῖσι δεινοῖς αὔξεται κλέος βροτοῖς.
book 1052.1	νεανίας γὰρ ὅστις ὢν Ἄρη
book 1052.2	στυγῇ, κόμη μόνον καὶ σάρκες, ἔργα δ’ οὐδαμοῦ. ὁρᾷς τὸν εὐτράπεζον ὡς ἡδὺς βίος ὅ τ’ ὄλβος ἔξωθέν τίς ἐστι
book 1052.3	πραγμάτων·[ln_5]ἀλλ’ οὐκ ἔνεστι
book 1052.4	στέφανος οὐδ’ εὐανδρία, εἰ μή τι καὶ τολμῶσι κινδύνου μέτα· οἱ γὰρ πόνοι τίκτουσι τὴν εὐανδρίαν, ἡ δ’ εὐλάβεια
book 1052.5	σκότον ἔχει καθ’ Ἑλλάδα, τὸ διαβιῶναι μόνον ἀεὶ θηρωμένη.
book 1053.1	μισῶ δ’ ὅταν
book 1053.2	τις καὶ χθονὸς
book 1053.3	στρατηλάτης μὴ πᾶσι πάντων
book 1053.4	προσφέρῃ μειλίγματα.
book 1054.1	ἔρωτα δεινὸν ἔχομεν· ἐκ δ’ ἐμῶν λόγων ἑλοῦ τὰ βέλτισθ’· ὡς ἄπιστόν ἐστ’ ἔρως κἀν τῷ κακίστῳ τῶν
book 1054.2	φρενῶν οἰκεῖν
book 1054.3	φιλεῖ.
book 1055	οἰκοφθόρον γὰρ ἄνδρα κωλύει γυνὴ ἐσθλὴ παραζευχθεῖσα καὶ σῴζει δόμους.
book 1056.1	οὐ πάντες οὔτε δυστυχοῦσιν ἐν γάμοις οὔτ’ εὐτυχοῦσι· συμφορὰ δ’ ὃς ἂν τύχῃ κακῆς γυναικός, εὐτυχεῖ δ’ ἐσθλῆς
book 1056.2	τυχών
book 1057	μακάριος ὅστις εὐτυχεῖ γάμον λαβὼν ἐσθλῆς γυναικός, δυστυχεῖ δ’ ὁ μὴ λαβών.
book 1058.1	ἐγὼ γὰρ ἕξω λέκτρα αὐτοῖς καλῶς ἔχειν δίκαιόν ἐστιν οἷσι
book 1058.2	συγγηράσομαι.
book 1059.1	δεινὴ μὲν ἀλκὴ κυμάτων θαλασσίων, δειναὶ δὲ ποταμῶν καὶ πυρὸς θερμοῦ πνοαί, δεινὸν δὲ πενία, δεινὰ δ’ ἄλλα μυρία, ἀλλ’ οὐδὲν οὕτω δεινὸν ὡς γυνὴ κακόν·[ln_5]οὐδ’ ἂν γένοιτο γράμμα
book 1059.2	τοιοῦτον γραφῇ οὐδ’ ἂν λόγος δείξειεν. εἰ δέ του θεῶν τόδ’ ἐστὶ πλάσμα, δημιουργὸς ὢν κακῶν μέγιστος ἴστω καὶ βροτοῖσι δυσμενής.
book 1060.1	ἐχθροῖσιν εἴη
book 1060.2	πολεμίαν δάμαρτ’ ἔχειν.
book 1061.1	μοχθοῦμεν ἄλλως θῆλυ
book 1061.2	φρουροῦντες γένος· ἥτις γὰρ αὐτὴ μὴ πέφυκεν ἔνδικος, τί δεῖ φυλάσσειν κἀξαμαρτάνειν
book 1061.3	πλέον;
book 1062.1	γυναικὶ δ’ ὄλβος, ἢν πόσιν
book 1062.2	στέργοντ’ ἔχῃ.
book 1063.1	δεῖ πυνθάνεσθαι γάρ
book 1063.2	σε νῷν χἡμᾶς σέθεν. τὸ μὲν μέγιστον, οὔποτ’ ἄνδρα
book 1063.3	χρὴ σοφὸν λίαν
book 1063.4	φυλάσσειν ἄλοχον ἐν μυχοῖς δόμων· ἐρᾷ γὰρ ὄψις τῆς θύραθεν ἡδονῆς·[ln_5]ἐν δ’ ἀφθόνοισι
book 1063.5	τοῖσδ’ ἀναστρωφωμένη βλέπουσά τ’ εἰς πᾶν καὶ παροῦσα
book 1063.6	πανταχοῦ τὴν ὄψιν ἐμπλήσας’ ἀπήλλακται κακῶν· τό τ’ ἄρσεν ἀεὶ τοῦ κεκρυμμένου λίχνον. ὅστις δὲ μοχλοῖς καὶ διὰ σφραγισμάτων[ln_10]σῴζει δάμαρτα, δρᾶν
book 1063.7	τι δὴ δοκῶν
book 1063.8	σοφὸν μάταιός ἐστι καὶ φρονῶν οὐδὲν
book 1063.9	φρονεῖ· ἥτις γὰρ ἡμῶν καρδίαν θύραζ’ ἔχει, θᾶσσον μὲν οἰστοῦ καὶ πτεροῦ χαρίζεται, λάθοι δ’ ἂν Ἄργου τὰς
book 1063.10	πυκνοφθάλμους κόρας·
book 1063.1	[ln_15]καὶ πρὸς κακοῖσι
book 1063.2	τοῦτο δὴ μέγας γέλως, ἁνήρ τ’ ἀχρεῖος χἡ γυνὴ διοίχεται.
book 1064.1	ἀλλ’ ἴσθ’, ἐμοὶ μὲν οὗτος οὐκ ἔσται νόμος, τὸ μὴ οὐ σὲ μῆτερ
book 1064.2	προσφιλῆ νέμειν ἀεὶ καὶ τοῦ δικαίου καὶ τόκων τῶν σῶν χάριν. στέργω δὲ τὸν φύσαντα τῶν πάντων βροτῶν[ln_5]μάλισθ’· ὁρίζω
book 1064.3	τοῦτο, καὶ σὺ μὴ φθόνει· κείνου γὰρ ἐξέβλαστον· οὐδ’ ἂν εἷς ἀνὴρ γυναικὸς αὐδήσειεν, ἀλλὰ τοῦ πατρός.
book 1065.1	καὶ τῶν
book 1065.2	παλαιῶν πόλλ’ ἔπη καλῶς ἔχει· λόγοι γὰρ ἐσθλοὶ φάρμακον φόβου βροτοῖς.
book 1066	ἦ τοῖς ἐν οἴκῳ χρήμασιν λελείμμεθα, ἡ δ’ εὐγένεια καὶ τὸ γενναῖον μένει.
book 1067.1	τὸν σὸν δὲ παῖδα
book 1067.2	σωφρονοῦντ’ ἐπίσταμαι
book 1067.3	χρηστοῖς θ’ ὁμιλοῦντ’ εὐσεβεῖν τ’ ἠσκηκότα. πῶς οὖν ἂν ἐκ
book 1067.4	τοιοῦδε σώματος κακὸς γένοιτ’ ἄν; οὐδεὶς
book 1067.5	τοῦτό μ’ ἂν πίθοι
book 1067.6	ποτέ.
book 1068.1	οὐ γάρ
book 1068.2	τις οὕτω
book 1068.3	παῖδας εὖ παιδεύσεται, ὥστ’ ἐκ
book 1068.4	πονηρῶν μὴ οὐ κακοὺς
book 1068.5	πεφυκέναι.
book 1069.1	[spk_〈α.〉]〈Α.〉 χρυσοῦ σὲ πλήθει, τούσδε δ’ οὐ χαίρειν
book 1069.2	χρεών; 〈Β.〉 σκαιὸν τὸ πλουτεῖν κἄλλο μηδὲν εἰδέναι.
book 1070.1	ὅστις δὲ λύπας
book 1070.2	φησὶ πημαίνειν βροτούς, δεῖν δ’ ἀγχονῶν
book 1070.3	τε καὶ πετρῶν ῥίπτειν ἄπο, οὐκ ἐν
book 1070.4	σοφοῖσιν ἔστιν, εὐχέσθω δ’ ὅμως ἄπειρος εἶναι τῆς νόσου
book 1070.5	ταύτης ἀεί.
book 1071	λῦπαι γὰρ ἀνθρώποισι τίκτουσιν νόσους.
book 1072.1	μέλλων τ’ ἰατρὸς τῇ νόσῳ διδοὺς
book 1072.2	χρόνον ἰάσατ’ ἤδη μᾶλλον ἢ τεμὼν
book 1072.3	χρόα.
book 1073.1	οὐ χρή ποτ’ ὀρθαῖς ἐν τύχαις βεβηκότα ἕξειν τὸν αὐτὸν δαίμον’ εἰς ἀεὶ δοκεῖν· ὁ γὰρ θεός
book 1073.2	πως, εἰ θεόν
book 1073.3	σφε
book 1073.4	χρὴ καλεῖν, κάμνει ξυνὼν τὰ πολλὰ τοῖς αὐτοῖς ἀεί.[ln_5]θνητῶν δὲ θνητὸς ὄλβος· οἱ δ’ ὑπέρφρονες καὶ τῷ παρόντι
book 1073.5	τοὐπιὸν
book 1073.6	πιστούμενοι ἔλεγχον ἔλαβον τῆς τύχης ἐν τῷ παθεῖν.
book 1074	βέβαια δ’ οὐδεὶς εὐτυχεῖ θνητὸς γεγώς.
book 1075	θνητὸς γὰρ ὢν καὶ θνητὰ πείσεσθαι δόκει· 〈ἢ〉 θεοῦ βίον ζῆν ἀξιοῖς ἄνθρωπος ὤν;
book 1076.1	πάντων ἄριστον μὴ βιάζεσθαι θεούς, στέργειν δὲ μοῖραν· τῶν ἀμηχάνων δ’ ἔρως
book 1076.2	πολλοὺς ἔθηκε
book 1076.3	τοῦ παρόντος ἀμπλακεῖν.
book 1077.1	πέπονθας οἷα χἅτεροι
book 1077.2	πολλοὶ βροτῶν· τὰς γὰρ
book 1077.3	παρούσας οὐχὶ σῴζοντες τύχας ὤλοντ’ ἐρῶντες μειζόνων ἀβουλίᾳ.
book 1078.1	ἀνδρῶν τάδ’ ἐστὶν ἐνδίκων
book 1078.2	τε καὶ σοφῶν, κἀν
book 1078.3	τοῖς κακοῖσι μὴ τεθυμῶσθαι θεοῖς.
book 1079.1	οὐκ ἔστι λύπης ἄλλο φάρμακον βροτοῖς ὡς ἀνδρὸς ἐσθλοῦ καὶ φίλου
book 1079.2	παραίνεσις· ὅστις δὲ ταύτῃ τῇ νόσῳ ξυνὼν ἀνὴρ μέθῃ ταράσσει καὶ γαληνίζει
book 1079.3	φρένα,[ln_5]παραυτίχ’ ἡσθεὶς ὕστερον
book 1079.4	στένει διπλᾶ.
book 1080.1	ὦ γῆρας, οἵαν ἐλπίδ’ ἡδονῆς ἔχεις, καὶ πᾶς
book 1080.2	τις εἰς σὲ βούλετ’ ἀνθρώπων μολεῖν· λαβὼν δὲ πεῖραν, μεταμέλειαν λαμβάνει, ὡς οὐδὲν ἔστι
book 1080.3	χεῖρον ἐν θνητῷ γένει.
book 1081.1	τύμβῳ γὰρ οὐδεὶς
book 1081.2	πιστὸς ἀνθρώπων φίλος.
book 1082.1	Ζεὺς γὰρ κακὸν μὲν
book 1082.2	Τρωσί, πῆμα δ’ Ἑλλάδι θέλων γενέσθαι
book 1082.3	ταῦτ’ ἐβούλευσεν
book 1082.4	πατήρ.
book 1083.1	πολὺν μὲν ἄροτον, ἐκπονεῖν δ’ οὐ ῥᾴδιον· κοίλη γὰρ ὄρεσι
book 1083.2	περίδρομος
book 1083.3	τραχεῖά τε δυσείσβολός
book 1083.4	τε πολεμίοις . . . . . . . . . καλλίκαρπον . . .[ln_5]κατάρρυτόν
book 1083.5	τε μυρίοισι νάμασιν καὶ βουσὶ καὶ ποίμναισιν εὐβοτωτάτην, οὔτ’ ἐν
book 1083.6	πνοαῖσι
book 1083.7	χείματος δυσχείμερον οὔτ’ αὖ τεθρίπποις ἡλίου θερμὴν ἄγαν[ln_8]. . . . . . . . . . . . γαίας Λακαίνης κύριον
book 1083.8	φαύλου
book 1083.9	χθονός[ln_9]. . . . . . . . . . . .
book 1083.1	[ln_10]ἀρετὴν ἐχούσης μείζον’ ἢ λόγῳ φράσαι[ln_10]. . . . . . . . . . . . Παμισὸν εἰς θάλασσαν ἐξορμώμενον[ln_11]. . . . . . . . . . . . πρόσω .. ναυτίλοισιν . . . . . πρόσω δὲ βάντι
book 1083.2	ποταμὸν Ἦλις ἡ Διὸς γείτων κάθηται.
book 1084.1	ἥκω
book 1084.2	περίκλυστον
book 1084.3	προλιποῦς’ Ἀκροκόρινθον, ἱερὸν ὄχθον, πόλιν Ἀφροδίτας.
book 1085	τὰς διωνομασμένας ναίειν Κελαινὰς ἐσχάτοις Ἴδης τόποις
book 1086	ἄλλων ἰατρὸς αὐτὸς ἕλκεσιν βρύων
book 1087	εὐφημία γὰρ εὐκολώτατος πόνων.
book 1088	ἀρχαῖον εἴρηκας ..
book 1089.1	σῷσαι γὰρ ὁπόταν τῷ θεῷ δοκῇ, πολλὰς
book 1089.2	προφάσεις δίδωσιν εἰς
book 1089.3	σωτηρίαν.
book 1090	ἀνέχου πάσχων· δρῶν γὰρ ἔχαιρες.
book 1091	νόμου τὸν ἐχθρὸν δρᾶν, ὅπου λάβῃς, κακῶς
book 1092	ἐχθροὺς κακῶς δρᾶν ἀνδρὸς ἡγοῦμαι μέρος.
book 1095	αἱμύλη
book 1096	ἀμβλυωπός
book 1097	ἀπάγου
book 1098	ἀρκεσίγυιος
book 1099	ἐμβριμώμενος
book 1100	εὐπαιδευσία
book 1101	θυστάς
book 1102	Ξάνθιος
book 1103	ξενοφόνον
book 1104	ἐπροξένει
book 1105	ῥαχίζειν
book 1106	χνοῦν
book 1107.1	ἄρχεσθαι
book 1107.2	χρεὼν κακοὺς ὑπ’ ἐσθλῶν καὶ κλύειν τῶν κρεισσόνων.
book 1108	νῦν εὐσέληνον φέγγος ἡ διφρήλατος
book 1109.1	ὦ τοῦ μεγίστου Ζηνὸς ἄλκιμον τέκος
book 1109.2	Παλλάς, τί δρῶμεν; οὐκ ἐχρῆν ἡμᾶς ἔτι μέλλειν Ἀχαιῶν ὠφελεῖν
book 1109.3	στρατεύματα. νῦν γὰρ κακῶς
book 1109.4	πράσσουσιν ἐν μάχῃ δορὸς[ln_5]λόγχῃ βιαίως Ἕκτορος
book 1109.5	στροβούμενοι. ἐμοὶ γὰρ οὐδὲν ἔστιν ἀλγέων ἄκος, ἐξ οὗ γ’ ἔκρινε Κύπριν Ἀλέξανδρος θεὰν κάλλει
book 1109.6	προήκειν τῆς ἐμῆς εὐμορφίας καὶ σῆς, Ἀθάνα, φιλτάτης ἐμοὶ θεῶν,[ln_10]εἰ μὴ κατασκαφεῖσαν ὄψομαι πόλιν
book 1109.7	Πριάμου βίᾳ πρόρριζον ἐκτετριμμένην.
book 1110	Ζεὺς ἐν θεοῖσι μάντις ἀψευδέστατος καὶ τέλος αὐτὸς ἔχει.
book 1111.1	κρίμνη
book 1111.2	σεαυτὴν ἐκ μέσης ἀντηρίδος
book 1112.1	ἔδει γὰρ ἡμᾶς
book 1112.2	τοῖς θεοῖς θύειν, ὅταν γυναῖκα κατορύττῃ τις, οὐχ ὅταν γαμῇ.
book 1113.1	ἡ φύσις ἑκάστῳ τοῦ γένους ἐστὶν
book 1113.2	πατρίς.
book 1114	ἀγοραῖος νοῦς
book 1115	ἡδονὴ πανταχοῦ ἐστι καὶ πάντα δι’ ἡδονῆς γίνεται.
book 1117	κακᾶν βίων διαγωγήν
book 1123	ἀλίαστον
book 1124	ἀλλήλων
book 1125	ἔρρ’ ἰών
book 1126	κρυπταί
book 1127	περιδῦσαι
book 1129	θεὸν δὲ ποῖον, εἰπέ μοι, νοητέον; τὸν πάνθ’ ὁρῶντα καὐτὸν οὐχ ὁρώμενον.
book 1130.1	ποῖος δ’ ἂν οἶκος
book 1130.2	τεκτόνων
book 1130.3	πλασθεὶς ὕπο δέμας τὸ θεῖον
book 1130.4	περιβάλοι
book 1130.5	τοίχων
book 1130.6	πτυχαῖς;
book 1131.1	ὁρᾶθ’ ὅσοι νομίζετ’ οὐκ εἶναι θεόν, δὶς ἐξαμαρτάνοντες οὐκ εὐγνωμόνως; ἔστιν γὰρ ἔστιν. εἰ δέ τις
