Works of Libanius
Ἔργα Λιβανίου
by Libanius of Antioch
eul_wid: swk-ah    eul_aid: swk

Period   Late Antique
Dialect  Atticizing
Domain   Oratory
Format   Oration

The surviving works of Libanius of Antioch constitute one of the most extensive and significant literary corpora from a single author in Late Antiquity. Composed in refined Attic Greek during the mid-to-late fourth century CE, the collection encompasses sixty-four orations, fifty-one declamations, a substantial body of preliminary rhetorical exercises known as progymnasmata, and over fifteen hundred letters. The orations demonstrate remarkable variety, ranging from formal panegyrics celebrating cities to autobiographical accounts, judicial speeches, and direct political appeals to imperial authorities. His extensive epistolary collection offers an unparalleled view into the intricate social, professional, and intellectual networks of the period.

Operating from Antioch, a major cultural and administrative hub of the Eastern Roman Empire, Libanius wrote as a devoted adherent of traditional Hellenic religion and a master teacher of rhetoric. His works functioned both as pedagogical models for his renowned school of rhetoric and as active engagements with the profound political and religious transformations of his era. Modern scholarship interprets his prolific output as a sustained, sophisticated defense of classical Greek paideia—the system of education and civic values—against the rising cultural and institutional dominance of Christianity. Numerous orations address contemporary events with directness, such as advocating for the interests of Antioch or expressing support for the policies of the pagan emperor Julian.

The texts survive in a notably complete state, a testament to Libanius's enduring reputation as a preeminent stylistic model throughout the Byzantine educational tradition. A complex manuscript tradition has preserved the majority of his orations and declamations. The vast corpus of letters, while immense, is generally considered a curated selection from an originally even larger body of personal and professional correspondence.

Text
----

1	*Epist. 1–839: vol. 10 Κλεάρχῳ.
Ep 1282 1	Μαρκιανός, ᾧ τὸ δύνασθαι παρ’ ἡμῖν ἐκ τοῦ δύνασθαι λέγειν ἐστίν, ἐπῄνεσε πρός με τὸν φέροντά σοι τὴν ἐπιστολήν, καὶ οὐκ ἠπίστησα. θαρρῶν οὖν φημι καὶ χρηστὸν καὶ μέτριον καὶ προνοίας ἄξιον εἶναι τὸν ἄνδρα. εἰ οὖν, ὥσπερ ἐγὼ Μαρκιανῷ, καὶ σὺ πιστεύσαις ἐμοί, ἐμοί τε χαριῇ κἀκεῖνον ἔσῃ τετιμηκώς, μᾶλλον δέ, κἀμὲ τῆς αὐτῆς ὁδοῦ τετιμηκὼς 〈ὡσ〉 ἂν ἐπιστάμενον, οἷς χρὴ πιστεύειν.
Ep 1282 3	εἰ δ’ οὐκ ἀπόχρη ταῦτα, δεῖ δὲ προσεῖναι καὶ τὴν ἀπὸ τῶν ἔργων πίστιν, ὅρα τὸν τρόπον ἐξ αὐτῶν ὑπὲρ ὧν ἂν δέηται. πάντα γὰρ εὑρήσεις ὁμολογοῦντα τοῖς νόμοις. Κληματίῳ.
Ep 1283 1	Οὐ τοῦτο θρασύτης, ἀλλ’ ἐκεῖνο δειλία, οὐδ’ ἐπὶ τῷ γράψαι χρῆν κατήγορον προσδοκᾶν, ἀλλὰ μᾶλλον ἐπὶ τῇ σιγῇ γραφήν, νὴ Δία. τί γάρ, ὦ τοῦ Νέστορος ἀπόγονε τὰ περὶ τὴν γλῶτταν, οὐ πάλαι τοῦτ’ ἔδρασας, ἀλλ’ ὀψέ ποτ’ ἤρξω καὶ μετὰ δέους δέον εὐθὺς ἐξ ἀρχῆς καὶ μετὰ θάρσους; εἰ μὲν γὰρ εἰδώς, ὅπως εἶ καλὸς ἐν ἐπιστολαῖς, εἰρωνεύῃ καὶ φῂς οὐ μετέχειν ὥρας, οὐκ ὀρθῶς ποιεῖς πρὸς ἄνδρα ἑταῖρον οὑτωσὶ προσφερόμενος· εἰ δ’ ὄντως οὕτω φρονεῖς καὶ ὧν πλουτεῖς, ταῦτα οὐκ ἔχειν οἴει, πληγῶν ἂν δέοιο, καὶ ταῦτα γέρων τε ὢν καὶ ἐμὸς ἡλικιώτης.
Ep 1283 2	δεινὸν γάρ, εἰ τοὺς μὲν τῶν ἄλλων ἐξετάσεις λόγους καὶ εἴσῃ, τί μὲν γνήσιον, τί δὲ νόθον, περὶ δὲ τῶν σαυτοῦ ψῆφον οὐ θήσῃ προσήκουσαν. ἀλλ’ εἰ δεῖ παρ’ ἐμοῦ σε περὶ τῶν σῶν ἀκούειν, εὖ μοι δοκεῖς ἐπεσταλκέναι πάντα, ἐξ ὧν ἂν τὸ τεχνικῶς ἐπιστέλλειν γένοιτο.
Ep 1283 3	αἵ τε γὰρ ἔννοιαι μετὰ νοῦ ἥ τε φωνὴ σφόδρα Ἀθήνηθεν τό τε ἥμερόν σου τῶν ἠθῶν δι’ ὅλου λάμπον ἐχώρει. τὸ δὲ καὶ πρὸς ἀνθρώπους εἰπεῖν τι περὶ ἡμῶν εὔφημον καὶ μηδὲ θεοὺς ἀνηκόους ἀφεῖναι τῶν μικρῶν μεγάλα τε ἡμῖν ἀντὶ φαύλων παρ’ αὐτῶν αἰτῆσαι πῶς οὐ χρηστοῦ τινος καὶ ἀτεχνῶς χρυσοῦ καὶ ἱερέως, ὃν εἰκότως ἂν αἰδεσθεῖεν καὶ οἱ θεοί; ἐπεὶ δὲ καὶ κινεῖς με πρὸς αἴτησιν καὶ δῆλος εἶ δώσων ἡδέως, ἤν του δέωμαι, πρῶτον μὲν ἡμῖν κόσμει τὸν θαυμαστὸν Ἀκάκιον καὶ τῶν μὲν δυσχερῶν ἀφαίρει, τοῖς δὲ ἀγαθοῖς προστίθει· ἔπειτα τὴν βραδέως ἀρξαμένην σου πρὸς ἡμᾶς γλῶτταν μὴ στήσῃς, ἐπειδήπερ ἤρξατο.
Ep 1284 t	Ἀκακίῳ. Πολὺ βελτίων ἡμῖν ὁ Εὐσέβιος ἐπανῆλθεν· εἰκὸς δέ, ὅτι καὶ τοῖς Κρησὶν ὁ Μίνως ἐκ τοῦ ὄρους παρὰ τοῦ Διός.
Ep 1284 1	ἐσθλὰ γὰρ ἀ π ’ ἐσθλῶν μανθάνειν ἔστιν, ἔφη τις τῶν Καλλιόπης χορευτῶν. ἤγγελλε δὲ ἡμῖν καὶ περὶ τῶν σῶν πραγμάτων, δι’ ὧν ἡδίους ἐποίει, δύναμίν τε εἶναί σοι καὶ δόξαν, ὅσην δίκαιον, καὶ πλῆθος ὁμιλητῶν ἐγρηγορότων.
Ep 1284 2	ἐν δ’ αὖ τοῖς πολλοῖς ἀγαθοῖς ἑνὸς ἐμέμνητο δυσχεροῦς, ᾧ καὶ αὐτῷ τι προσῆν ἀγαθόν, ἡ τοῦ πληγέντος ἀνδρία. ἀλλὰ ταύτης γε τῆς ἀνδρίας μηκέτ’ ἐφ’ ὁμοίοις δεηθείης, ἀλλά σοι τὰ ὄντα τέκνα Διὸς σωτῆρος εὔνοια διατηροίη.
Ep 1285 t	Οὐλπιανῷ. Εὐβούλου συγγενὴς φοιτᾷ παρ’ ἐμὲ καλούμενος ὅπερ ἐκεῖνος.
Ep 1285 1	τούτῳ πατήρ ἐστιν ὁμώνυμος ἐμοὶ καὶ φίλος. τοῦτον εὖ βούλομαι πάσχειν καὶ ὡς ἐμὸν φίλον καὶ ὡς Εὐβούλου τοῦ μὲν συγγενῆ, τοῦ δὲ πατέρα. Ἀκακίῳ.
Ep 1286 1	Φεύγοντά με πρότερον διώκειν πεποίηκας καὶ τὴν ἀπολογίαν οὐκ αἰδεσθεὶς πρὸς τὸ κατηγορεῖν ἄγεις. διὰ τί γάρ, ὦ τὰ μικρὰ μεγάλα ποιῶν, πρὸς ἐκεῖνό σου τὸ ἔγκλημα τὰ γράμματα ἔχων, ἃ Δημήτριος ἐκόμιζεν, —εἶχες δ’ ἂν καὶ πρὸ ἐκείνων, εἰ Τιτιανὸς ἐβούλετο, —οὔτ’ ἐπῄνεσας οὔτ’ ἐμέμψω τὴν ἀπολογίαν; καίτοι χρῆν ἰσχυούσης μὲν ἐκβαλεῖν τε τὴν λύπην καὶ γράψαι, τοῦτο δὲ οὐ δεδυνημένης μενούσης τῆς λύπης ἑτέραν ἀπαιτῆσαι, πάντως δὲ γράψαι. ἀλλ’, οἶμαι, τότε ῥᾳθυμήσας, καλὸν γὰρ ἴσως οὕτως εἰπεῖν, ἀνάγκην σαυτῷ περιέστησας ἀπολογίαν ζητεῖν, ἣν ἡμεῖς, κἂν δύο συλλαβῶν ᾖ, τιμήσομεν.
Ep 1286 3	πάνυ δὲ πιστεύω τὰς ὑποψίας παύσεσθαι τοσούτου διαλλακτοῦ διαλλαξομένου σοι παρὰ τῷ θεῷ. καὶ γὰρ τοὺς Οἰδίπου παῖδας Εὐδαίμων ἄν μοι διαλλάξαι δοκεῖ. ποιοῖ δ’ ἂν ἡμᾶς καὶ ἄλλο τι φίλους, ἡ βελτίστη ποδάγρα ταῖς αὐταῖς ἡμέραις τόν τε σὸν καὶ τὸν ἐμὸν ἀσπασαμένη πόδα. Εὐαγρίῳ.
Ep 1287 1	Μέγα τοῦτο σημεῖον τοῦ ὡς ἄριστά σε ἄρξειν τὸ ζητεῖν παρ’ ἡμῶν κανόνας, δι’ ὧν ἂν ὡς ἄριστα ἄρξαις· ἐγὼ δὲ ἓν μὲν ἐκεῖνο λέγω σαφὲς καὶ βραχύ, ὅτι σε ὅμοιον χρὴ σαυτῷ γενέσθαι καὶ τὴν ἐπὶ τῶν ἐλαττόνων γνώμην ἐν τοῖς μείζοσι τηρῆσαι. εἰ δὲ δεῖ καὶ διελόντας εἰπεῖν, ἕπου τοῖς νόμοις, τίμα τοὺς ἀγαθούς, μίσει πονηρίαν, μείζους ποίει τὰς πόλεις, ἡδὺ τὸ πονεῖν ἡγοῦ, κέρδος νόμιζε τὴν δόξαν.
Ep 1287 2	ἂν ταῦτα φυλάττῃς—φυλάξεις δέ, καὶ γὰρ πρότερον—σαυτόν τε καὶ πατρίδα καὶ γονεῖς καὶ τὸν ἀδελφὸν κοσμήσεις. Μαρίῳ.
Ep 1288 1	Σὺ μὲν ἀξιοῖς με γράφειν, ἐγὼ δέ σε ἀντὶ τοῦ γράφειν ἐλθεῖν. συγγνώμη δὲ ῥᾴστη τὰ μείζω πρὸ τῶν ἐλαττόνων ζητοῦντι. εἰ δὲ ἐρῶ γέρων τε καὶ γεραιτέρου, μὴ θαυμάσῃς· ψυχῆς γὰρ ἐρῶ, τὸ δὲ ταύτης αὔξεται κάλλος, ὅταν ἀπανθῇ τὸ σῶμα. καὶ μὴν ἣν δυσχεραίνεις παρ’ ἡμῖν ὥραν τοῦ ἔτους, παρελήλυθε, καὶ νῦν οἱ βότρυες οἶνος, καὶ ὁ Διόνυσος πανταχοῦ τῶν ἀγρῶν ᾄδεται, ὥστε ἀναπέπνευκα τρυγητοῦ φανέντος· εἰκὸς δὴ καὶ σέ.
Ep 1288 3	τί δὴ μέλλεις; ἢ πρεσβείαν ἀναμένεις; ἀλλ’ ἡμεῖς γε, εἰ τούτου δεῖ, καὶ τοῦτο ποιήσομεν. Οὐλπιανῷ.
Ep 1289 1	Εἰσήγαγον εἰς τοὐμὸν δικαστήριον τὴν Εὐβούλου προπέτειαν, καὶ κατηγόρεις μὲν σὺ διὰ τῆς ἐπιστολῆς, ἐσίγα δὲ ἐκεῖνος. ἐγὼ δὲ τὸν μὲν ἔγνων ἀδικεῖν, σὲ δὲ ἄνδρα ἀνθρώπων εἶναι βέλτιστον. μένε τοίνυν ἐν τῷ σαυτοῦ τρόπῳ, κἂν μὴ κηρύττωσιν οἱ εὖ παθόντες ἃ πεπόνθασι.
Ep 1289 2	τοῦτο μὲν γὰρ τῆς ἐκείνων ἀτοπίας, τὰ σὰ δὲ οὐ λήσει τὸν Διὸς ὀφθαλμόν. Κλεάρχῳ.
Ep 1290 1	Καὶ ἡδέως ἐπιτάττομαι καὶ προθύμως ὑπουργῶ, τὴν δὲ γνώμην σου πάντα ἐπαινῶν τὴν Τύχην ἔνια μέμφομαι. Δομιτιανῷ.
Ep 1291 1	Κήδομαι τῶν ἐμαυτοῦ πολιτῶν, τοῦτο δέ, οἶμαι, κἂν αὐτὸς ἐπαινέσαις· ἀλλὰ καὶ σοὶ θαρρεῖν ἔχω, τούτου δὲ αἴτιος ὁ σὸς τρόπος. χάριν μὲν οὖν ἐπαγγέλλω καὶ νῦν ὥσπερ πρότερον, βουλοίμην δ’ ἂν καὶ σὲ δοῦναι καθάπερ πρότερον τὴν χάριν. τίς οὖν αὕτη; Ἀλεξάνδρῳ τῷ παρ’ ἡμῖν πανταχόθεν εὐδοκιμοῦντι χωρίου μέρος ἐστὶ περὶ Κύρον.
Ep 1291 2	τοῦτ’ αὐτῷ διασώζουσιν ἄνδρες δύο, Ἀμμώνιος ὄνομα θατέρῳ, τῷ δὲ Ἀθηνόδωρος. ὁ μὲν οὖν πρότερος τὸ τοῦ χωρίου κεκτημένος ἥμισυ μέτριός τε ἦν καὶ οὐδὲν ἐνεωτέριζεν· Σαβῖνος δέ τις νῦν ἐωνημένος πάντα κινεῖ καὶ καινῶν μέτρων ἐπιθυμεῖ.
Ep 1291 4	ἂν μὲν οὖν παύσηται θορυβῶν πρὸ δίκης, —εἰ δ’ ἀνάγκη ψήφῳ τὴν ἔριν λυθῆναι, μετὰ τοῦ τὰ δίκαια φυλάττειν καὶ ἡμῶν μέμνησο. Ἐλπιδίῳ.
Ep 1292 1	Δέχου τὰ σαυτοῦ, θυγατέρα ἀγαθὴν καὶ κηδεστὴν ἄξιον τοῦ τοιαύτῃ συνοικεῖν. ταυτὶ δὲ παντὸς ἦρος ἡδίω σοι τὸν χειμῶνα ποιήσει. ἡμῖν δὲ τὸ θέρος πῆ μὲν ἡδύ, πῆ δὲ οὔ. τὸ μὲν γὰρ ὁρᾶν οὓς ἐπιθυμοῦμεν ἡδύ· τὸ δ’ ἀρρωστήματα ἄττα προσπεσεῖν τῇ θυγατρὶ τρέμειν τε ἡμᾶς ἠνάγκασε καὶ οὐδὲν ἧττον τῆς καμνούσης ἀλγοῦντας ἔδειξεν. ἀλλ’ ἡ μὲν εὖ ποιοῦσα νοσημάτων τε ἐλευθέρα καὶ ὁδοιπορεῖ, Βασσιανὸν δὲ κατεῖχε μὲν ὁ κίνδυνος Βασσιανῆς τῆς νεωτάτης· τοῦ δ’ ἃ πρὸς ὑμᾶς συνέθετο βεβαιῶσαι μᾶλλον 〈ἂν〉 ἐγένετο, εἰ τὸ τῶν νῦν κατεχόντων ἡμᾶς φόβων ἀνέμεινε πέρας.
Ep 1293 t	Βασσιανῷ. Τεχνίτην ἔδειξας ἐν οἷς ἐπέσταλκας, οὐκ ἀναμάρτητον ἄνδρα.
Ep 1293 1	ἐμὲ δὲ αὐτὸ τοῦτο διήλλαξε τὸ δεινὸν εἶναί σε λέγειν. καὶ γὰρ εἰ κατὰ τοῦ παιδοτρίβου τοῖς παλαίσμασιν ἐχρήσω, μέγα μοι τὸ παλαιστὴν ἀγαθὸν γεγονέναι. τήν τε οὖν ὀργὴν ἐκβέβληκα καὶ γνώμην ἔχω πρὸς σὲ τὴν πρὸ τῆς ὀργῆς. τούτων οὐκ εἶχον μακρότερα περὶ τοῦ διηλλάχθαι γράφειν.
Ep 1293 2	σοὶ μὲν γὰρ ἦν ἀνάγκη μηκύνειν ἐγκλήματα λύοντι, τοῖς παρ’ ἡμῶν δὲ τοὐναντίον ἔπρεπεν. Ἀλεξάνδρῳ.
Ep 1294 1	Ἐκούφισας ἡμᾶς διὰ τῆς ἐπιστολῆς δεινῶς ἤδη βαρυνομένους ὑπὸ τῶν ἐγκαλούντων σοὶ μέν, ὅτι τοιαῦτα ποιεῖς, ἡμῖν δέ, ὅτι τὸν τοιαῦτα ποιοῦντα περὶ πολλοῦ ποιούμεθα. τοῖς μὲν οὖν θεοῖς ὅστις ὑβριζομένοις βοηθεῖ, καλῶς ποιεῖ· δοκοῦμεν δέ τι κατ’ αὐτὸν τῆς βοηθείας τὸν τρόπον καταβλάπτειν τοὺς θεούς.
Ep 1294 2	καὶ ἔστιν ἀκούειν λεγόντων ὡς ὁ μὲν ἀδικῶν ἐλέγχεται, τοῖς δὲ ἠδικημένοις μείζων νῦν ἡ ζημία. τοῦτ’ οὖν ἔτι μοι λύσας ὅλην ἔκβαλε τῆς ψυχῆς τὴν ἀθυμίαν.
Ep 1294 3	οὐ γὰρ ἂν βουλοίμην τὸ μὲν ὀρθῶς ἡμῖν, τὸ δὲ οὐχ οὕτω πεπρᾶχθαι. Ἀχραντίῳ.
Ep 1295 1	Τῷ σῷ κατὰ σοῦ χρήσομαι βέλει. πῶς γὰρ οἴει με διατεθῆναι τὴν γνώμην πολλάκις μὲν εἰδότα σου πρὸς τὸν ἀδελφὸν γράμματα, σιγὴν δὲ πρὸς ἐμαυτόν; καίτοι κοινωνὸς μὲν ἦν τῆς ἀρχῆς Ἀλεξάνδρου μοι μεταδόντος, μετεῖχον δὲ πόνων ὧν ἐκεῖνος, καὶ πλειόνων γε ἢ ἐκεῖνος. οὐ γὰρ ἦν, οἶμαι, ῥᾷστον κινούμενον κατασχεῖν, κατεῖχον δὲ ὅμως.
Ep 1295 2	καί μου ἡ γλῶττα πρὸς αὐτὸν πλέον ἢ χαλινὸς ἴσχυσε. τότ’ οὖν πολλαὶ μὲν ᾔεσαν ἐπιστολαὶ παρὰ σοῦ καί με οὐκ ἐλάνθανον, ἐμὲ δὲ οὐδὲ γράμματι προσειπεῖν πώποτε ἐτόλμησας. ἀνέχου δὴ τοῦ σαυτοῦ νόμου καὶ εἰ μὲν τὸ μὴ γράφειν κακόν, γράφε, εἰ δ’ οὐδὲν δεινόν, μὴ κατηγόρει τοῦ μὴ γράφειν.
Ep 1296 t	Θεμιστίῳ. Σύρος μὲν ὁ ἄριστος Ἰουλιανός, χαίρων δὲ παρ’ ἡμῶν ὡς ὑμᾶς ἠπείγετο.
Ep 1296 1	θαυμάζοντος δέ μου τὸ μετ’ εὐθυμίας οἴκοθεν ἄλλοσε τρέχειν μὴ θαύμαζε ἔφη· τοῦ καινοῦ γὰρ τούτου Θεμίστιος αἴτιος ἕλκων καὶ γοητεύων καὶ μεγάλα παρατιθεί ς , ἔνια καὶ μουσικ ά . ταῦτα ἀκούων ἠγάσθην καί μοι ἔδοξεν ὀρθῶς ἔχειν· ὁ μὲν γὰρ χρησμὸς ἀνδρὶ Πελασγῷ πᾶσαν ἔφησε γῆν εἶναι πατρίδα· ἐγὼ δέ, εἴ μοι προσθεῖναι θέμις, πᾶσαν γῆν ἐν ᾗ Θεμίστιος παντὶ φιλολόγῳ φαίην ἂν εἶναι πατρίδα.
Ep 1296 2	τῶν δ’ αὖ φιλολόγων ὅτιπερ κεφάλαιον Ἰουλιανός, εἰδὼς μὲν τὰ ἡμέτερα, προσειληφὼς δὲ καὶ τὰ Ἰταλῶν, ἔχων δέ τι καὶ περὶ Πλάτωνος καὶ τῶν κατ’ οὐρανὸν λέγειν. ὧν οὐδὲν ἄρχων κατῄσχυνεν, ἀλλὰ καὶ ἀπῆλθε πένης παρὰ τῶν πλουτίζειν ἐπισταμένων Φοινίκων. δείκνυ δὴ τῶν βιβλίων ἀνδρὶ δυναμένῳ κάλλος βιβλίων καὶ ἰδεῖν καὶ θαυμάσαι.
Ep 1297 t	Δατιανῷ. Εὐδαιμονέστατος μὲν ὁ φέρων τὴν ἐπιστολήν, ὥσπερ οἱ εἰς ἱερὰ φοιτῶντες· ἐμοὶ δὲ οὐδὲ τοῦτο μικρόν, ἡ διὰ γραμμάτων συνουσία.
Ep 1297 1	τοῦ μὲν γὰρ ὁρᾶν ἧττον, τοῦ δὲ σιγᾶν βέλτιον. ἀλγοῦμεν δὲ πολὺν ἤδη χρόνον γράμμασιν οὐ τιμηθέντες, οὐ μόνον ὅτι ὧν ἀγαθῶν γεγεύμεθα, τούτων ἐπιθυμεῖν εἰώθαμεν ἅπαντες, ἀλλ’ ὅτι καὶ πολὺ τοῦτό μοι πανταχόθεν τὸ ἐρώτημα· γέγραφεν ὁ θαυμάσιος ἢ ο ὔ ; καὶ εἰ μὲν ψευσαμένῳ τὸν ἔλεγχον ἦν διαφυγεῖν, ἔλεγον ἂν γράμματα ἥκειν· νῦν δ’ ἀμφισβητήσιμα καὶ δεικνύειν ἀνάγκη.
Ep 1297 2	πολλὴ δὴ οὖν ἀνάγκη τἀληθῆ λέγειν, ὡς οὐχ ἧκε. τοῦτο δ’ ἡμῖν τοὺς φίλους μεθ’ ἡμῶν λυπεῖ. χάρισαι τοίνυν ἐμοὶ μὲν ὃ πρότερον, Ἰουλιανῷ δὲ πολλά, τὸ τὸν ἄνδρα ἰδεῖν ἡδέως, τὸ λέγοντος περὶ ὧν σε εἰδέναι βούλοιτ’ ἂν ἀκοῦσαι προθύμως, τὸ δοῦναι γνώμην, τὸ προσθεῖναι πρᾶξιν, τὸ τυχόντος ἡσθῆναι.
Ep 1297 4	ἔστι δὲ ἀνὴρ ἄξιος εἰς τὸν σὸν τελεῖν χορόν· χορὸς δὲ σὸς οἱ παιδείας μετειληφότες, ὑφ’ ὧν πάλαι τε θαυμάζῃ καὶ οὓς ἐκ μικρῶν μεγάλους ποιῶν εὐφραίνῃ. Σαλουτίῳ.
Ep 1298 1	Ὅταν συνέλθωσιν ἀγαθὴ γνώμη καὶ τύχη καὶ ὁ αὐτὸς ἄνθρωπος χρηστός τε ᾖ καὶ δυνατός, κοινόν τι τοῦτο πᾶσιν ἀνθρώποις καθίσταται. νῦν τοίνυν ἥ τε σύνοδος ἐκείνη λαμπρότατα φαίνεται τό τε τρίτον εὖ ποιοῦν ἠκολούθηκεν. εὐθυμοῦνται μὲν αἱ πόλεις, ἀνθοῦσι δὲ οἱ οἶκοι, καὶ ἄρχουσι μὲν ἐθνῶν οἱ ἀρχῆς ἐπιστήμονες, ἰδιωτεύουσι δὲ οὓς κάλλιον. ἐγὼ δὲ τῇ μὲν ἄλλῃ τῶν παρόντων ἀπολαύω, φιλοῦμαι γὰρ καὶ οὐκ ἂν ἀρνηθείην, γράμματα δὲ παρὰ τοῦ φιλοῦντος οὐ λαμβάνων ἀδικοῦμαι.
